6.577071547508239746e-01	3.308728027343750000e+01
-2.646907043457031250e+01	3.011487388610839844e+01
1.578433662652969360e-01	-3.191069030761718750e+01
-3.343784713745117188e+01	-6.587695121765136719e+00
-6.538619041442871094e+00	2.366421699523925781e+01
-2.384353637695312500e+00	2.564358901977539062e+01
-6.297100543975830078e+00	3.502872085571289062e+01
-2.399598503112792969e+01	3.129245185852050781e+01
4.348980331420898438e+01	3.124583816528320312e+01
-1.601125335693359375e+01	1.193839073181152344e+01
-1.443422412872314453e+01	-4.669391250610351562e+01
1.365437984466552734e+01	-1.417656993865966797e+01
-6.426012992858886719e+00	2.854016494750976562e+01
-9.026181221008300781e+00	-2.380269241333007812e+01
1.660517883300781250e+01	9.145370483398437500e+00
1.463858008384704590e+00	-5.067623519897460938e+01
9.635755538940429688e+00	5.348230361938476562e+01
1.591811561584472656e+01	5.679587841033935547e+00
-6.024169158935546875e+01	3.877346038818359375e+00
6.558879375457763672e+00	3.396580886840820312e+01
-3.101923751831054688e+01	3.016613006591796875e+01
-2.811676216125488281e+01	2.530029678344726562e+01
-1.010404109954833984e+01	3.913640499114990234e+00
-2.728726196289062500e+01	-1.541968917846679688e+01
2.194223976135253906e+01	5.705064010620117188e+01
8.429337501525878906e+00	5.843753051757812500e+01
1.617508697509765625e+01	2.658997917175292969e+01
4.079376220703125000e+01	3.304348754882812500e+01
1.000513458251953125e+01	5.616522979736328125e+01
-9.736691713333129883e-01	-5.363381195068359375e+01
2.334555625915527344e+01	2.566926574707031250e+01
-2.759705543518066406e+00	-3.060062599182128906e+01
-7.173291015625000000e+01	8.415369033813476562e+00
-2.519652748107910156e+01	-2.094903945922851562e+01
-2.125408935546875000e+01	-3.826306152343750000e+01
-2.561368560791015625e+01	2.620584678649902344e+01
4.193677902221679688e+00	-3.509720611572265625e+01
-7.273382568359375000e+01	1.141111946105957031e+01
-6.182146072387695312e+01	7.125482559204101562e+00
-2.173645401000976562e+01	-2.545550727844238281e+01
-6.841134643554687500e+01	8.181026458740234375e+00
-4.451662063598632812e+01	4.826594829559326172e+00
-6.064070224761962891e+00	-3.233434295654296875e+01
-1.411202907562255859e+01	2.587403488159179688e+01
4.786102771759033203e+00	-4.065253067016601562e+01
3.879074478149414062e+01	2.244632720947265625e+01
1.990679740905761719e+01	2.585816574096679688e+01
-2.196222543716430664e+00	-2.359224510192871094e+01
1.847533941268920898e+00	-5.284001350402832031e+00
2.482939338684082031e+01	7.029572963714599609e+00
-1.348004913330078125e+01	5.015268325805664062e+00
3.621886444091796875e+01	2.673157310485839844e+01
-4.181082725524902344e+00	-2.665763664245605469e+01
2.677069664001464844e+01	3.726589679718017578e+00
4.120693683624267578e+00	-3.168003654479980469e+01
-2.242234230041503906e+01	-2.167025566101074219e+01
3.494653940200805664e+00	-4.390992355346679688e+01
-2.912428855895996094e+00	3.000504684448242188e+01
-4.683056259155273438e+01	5.660609245300292969e+00
-2.007010269165039062e+01	-2.814279937744140625e+01
-1.206099414825439453e+01	2.777915382385253906e+01
2.083311843872070312e+01	7.407316684722900391e+00
-1.202145481109619141e+01	-4.411859130859375000e+01
-3.180374145507812500e+01	-9.617438316345214844e+00
2.131851434707641602e+00	-5.612592697143554688e+01
5.408466720581054688e+01	4.470463275909423828e+00
2.206493377685546875e+01	5.413367462158203125e+01
1.244091987609863281e+01	2.625602340698242188e+01
-4.416224670410156250e+01	9.101753234863281250e+00
-1.583211135864257812e+01	-3.821456146240234375e+01
-9.815162658691406250e+00	-4.256514358520507812e+01
-4.122237265110015869e-01	-5.715241622924804688e+01
4.218320369720458984e+00	-5.904696464538574219e+00
2.537179756164550781e+01	9.755453109741210938e+00
-8.788280487060546875e+00	-4.896388626098632812e+01
1.924830818176269531e+01	5.620869064331054688e+01
6.506475448608398438e+00	-2.965741348266601562e+01
-1.670873260498046875e+01	-3.368754959106445312e+01
3.062940597534179688e+01	1.644345092773437500e+01
-6.900728225708007812e+00	-5.086423873901367188e+01
1.173940849304199219e+01	-1.733015251159667969e+01
9.359666824340820312e+00	-7.141929626464843750e+00
5.226897811889648438e+01	2.092584133148193359e+00
1.085231399536132812e+01	-1.986461830139160156e+01
-6.172085571289062500e+01	1.008481121063232422e+01
-6.622006988525390625e+01	1.020795917510986328e+01
5.235653305053710938e+01	6.156297683715820312e+00
4.014622879028320312e+01	2.652216720581054688e+01
-2.421880912780761719e+01	-1.820875167846679688e+01
3.909466171264648438e+01	3.096451568603515625e+01
-1.391576862335205078e+01	9.451864242553710938e+00
-4.313564300537109375e+00	3.223318862915039062e+01
9.024650573730468750e+00	-3.427599716186523438e+01
-3.083493995666503906e+01	-6.414860725402832031e+00
-7.488367462158203125e+01	8.077624320983886719e+00
-1.794676017761230469e+01	-4.341291427612304688e+01
2.772389602661132812e+01	1.312859916687011719e+01
4.293214416503906250e+01	2.600794219970703125e+01
-6.435682678222656250e+01	1.349724769592285156e+01
-1.415598011016845703e+01	2.013462781906127930e+00
